"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2026-03-06 00:34:56","16641541488","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 00:34:56","0.09SOL","88.78","7.9902USDT","FILLED"
"2026-03-06 00:04:53","16641427243","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 00:04:53","0.09SOL","88.88","7.9992USDT","FILLED"
"2026-03-06 00:04:53","44455548842","ETHUSDT","Market","SELL","0","0.004ETH","2026-03-06 00:04:53","0.004ETH","2074.28","8.29712USDT","FILLED"
"2026-03-05 23:34:50","44455056610","ETHUSDT","Market","BUY","0","0.004ETH","2026-03-05 23:34:50","0.004ETH","2075","8.3USDT","FILLED"
"2026-03-05 23:34:50","58727579735","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-05 23:34:50","0.00011BTC","70883.44","7.7971784USDT","FILLED"
"2026-03-05 23:23:03","58727327605","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-05 23:23:03","0.00011BTC","71199.71","7.8319681USDT","FILLED"
"2026-03-05 23:22:59","16641284885","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 23:22:59","0.09SOL","89.11","8.0199USDT","FILLED"
"2026-03-05 22:52:57","16641181394","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 22:52:57","0.09SOL","89.29","8.0361USDT","FILLED"
"2026-03-05 22:52:56","44454356418","ETHUSDT","Market","SELL","0","0.004ETH","2026-03-05 22:52:56","0.004ETH","2083.35","8.3334USDT","FILLED"
"2026-03-05 22:22:53","58726134570","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-05 22:22:53","0.00011BTC","71239.99","7.8363989USDT","FILLED"
"2026-03-05 22:22:53","44454016388","ETHUSDT","Market","BUY","0","0.004ETH","2026-03-05 22:22:53","0.004ETH","2080.78","8.32312USDT","FILLED"
"2026-03-05 21:52:50","58725450737","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-05 21:52:50","0.00011BTC","71079.55","7.8187505USDT","FILLED"
"2026-03-05 21:52:46","16640969162","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 21:52:46","0.09SOL","88.91","8.0019USDT","FILLED"
"2026-03-05 21:35:19","44453224502","ETHUSDT","Market","SELL","0","0.004ETH","2026-03-05 21:35:19","0.004ETH","2082.69","8.33076USDT","FILLED"
"2026-03-05 21:35:19","16640887051","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 21:35:19","0.09SOL","89.28","8.0352USDT","FILLED"
"2026-03-05 21:28:14","44453058928","ETHUSDT","Market","BUY","0","0.004ETH","2026-03-05 21:28:14","0.004ETH","2091.65","8.3666USDT","FILLED"
"2026-03-05 21:28:13","58724701210","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 21:28:13","0.00012BTC","71468.4","8.576208USDT","FILLED"
"2026-03-05 20:58:10","58723764798","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 20:58:10","0.00012BTC","71239.58","8.5487496USDT","FILLED"
"2026-03-05 20:58:06","16640703345","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 20:58:06","0.09SOL","89.2","8.028USDT","FILLED"
"2026-03-05 20:28:03","16640515591","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 20:28:03","0.09SOL","89.34","8.0406USDT","FILLED"
"2026-03-05 20:28:03","44451229407","ETHUSDT","Market","SELL","0","0.0041ETH","2026-03-05 20:28:03","0.0041ETH","2090.43","8.570763USDT","FILLED"
"2026-03-05 19:58:00","44449846617","ETHUSDT","Market","BUY","0","0.0041ETH","2026-03-05 19:58:00","0.0041ETH","2074.38","8.504958USDT","FILLED"
"2026-03-05 19:58:00","58720772090","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 19:58:00","0.00012BTC","70957.27","8.5148724USDT","FILLED"
"2026-03-05 19:27:58","58719499911","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 19:27:58","0.00012BTC","71069.85","8.528382USDT","FILLED"
"2026-03-05 19:27:53","16640032116","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 19:27:53","0.09SOL","88.84","7.9956USDT","FILLED"
"2026-03-05 19:13:42","44448094668","ETHUSDT","Market","SELL","0","0.0041ETH","2026-03-05 19:13:42","0.0041ETH","2086.49","8.554609USDT","FILLED"
"2026-03-05 19:13:42","16639923535","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 19:13:42","0.09SOL","89.25","8.0325USDT","FILLED"
"2026-03-05 18:51:00","44447136634","ETHUSDT","Market","BUY","0","0.0041ETH","2026-03-05 18:51:00","0.0041ETH","2073.31","8.500571USDT","FILLED"
"2026-03-05 18:50:59","58717567293","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 18:50:59","0.00012BTC","70884.86","8.5061832USDT","FILLED"
"2026-03-05 18:20:57","58715801033","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 18:20:57","0.00012BTC","70865.73","8.5038876USDT","FILLED"
"2026-03-05 18:20:52","16639498386","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 18:20:52","0.09SOL","88.25","7.9425USDT","FILLED"
"2026-03-05 17:50:50","16639173089","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 17:50:50","0.09SOL","87.99","7.9191USDT","FILLED"
"2026-03-05 17:50:49","44444568148","ETHUSDT","Market","SELL","0","0.0041ETH","2026-03-05 17:50:49","0.0041ETH","2056.14","8.430174USDT","FILLED"
"2026-03-05 17:46:39","58713456066","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 17:46:39","0.00012BTC","70830.7","8.499684USDT","FILLED"
"2026-03-05 17:46:39","44444326987","ETHUSDT","Market","BUY","0","0.0041ETH","2026-03-05 17:46:39","0.0041ETH","2064.41","8.464081USDT","FILLED"
"2026-03-05 17:16:36","58711210296","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 17:16:36","0.00012BTC","71017.16","8.5220592USDT","FILLED"
"2026-03-05 17:16:31","16638733434","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 17:16:31","0.09SOL","88.43","7.9587USDT","FILLED"
"2026-03-05 17:07:36","16638621814","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 17:07:36","0.09SOL","88.81","7.9929USDT","FILLED"
"2026-03-05 17:07:35","44441951739","ETHUSDT","Market","SELL","0","0.0041ETH","2026-03-05 17:07:35","0.0041ETH","2079.33","8.525253USDT","FILLED"
"2026-03-05 16:37:33","44440522143","ETHUSDT","Market","BUY","0","0.0041ETH","2026-03-05 16:37:33","0.0041ETH","2082.89","8.539849USDT","FILLED"
"2026-03-05 16:37:32","58708676308","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 16:37:32","0.00012BTC","71380.17","8.5656204USDT","FILLED"
"2026-03-05 16:09:10","58706305737","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 16:09:10","0.00012BTC","70940.83","8.5128996USDT","FILLED"
"2026-03-05 16:09:05","16637822635","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 16:09:05","0.09SOL","88.57","7.9713USDT","FILLED"
"2026-03-05 16:05:50","44438373379","ETHUSDT","Market","SELL","0","0.0041ETH","2026-03-05 16:05:50","0.0041ETH","2070.9","8.49069USDT","FILLED"
"2026-03-05 16:05:50","16637755137","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 16:05:50","0.09SOL","89.03","8.0127USDT","FILLED"
"2026-03-05 15:57:40","44437905545","ETHUSDT","Market","BUY","0","0.0041ETH","2026-03-05 15:57:40","0.0041ETH","2081.41","8.533781USDT","FILLED"
"2026-03-05 15:57:39","58705330532","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 15:57:39","0.00012BTC","71527.26","8.5832712USDT","FILLED"
"2026-03-05 15:27:36","58702427479","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 15:27:36","0.00012BTC","71335.31","8.5602372USDT","FILLED"
"2026-03-05 15:27:31","16637144572","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 15:27:31","0.09SOL","89.14","8.0226USDT","FILLED"
"2026-03-05 15:18:06","16636926597","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 15:18:06","0.09SOL","89.52","8.0568USDT","FILLED"
"2026-03-05 15:18:05","44434703937","ETHUSDT","Market","SELL","0","0.0042ETH","2026-03-05 15:18:05","0.0042ETH","2082.11","8.744862USDT","FILLED"
"2026-03-05 15:08:30","44433580087","ETHUSDT","Market","BUY","0","0.0042ETH","2026-03-05 15:08:30","0.0042ETH","2090.44","8.779848USDT","FILLED"
"2026-03-05 15:08:29","58699847765","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 15:08:29","0.00012BTC","71897.01","8.6276412USDT","FILLED"
"2026-03-05 15:05:54","58699478137","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 15:05:54","0.00012BTC","72229.57","8.6675484USDT","FILLED"
"2026-03-05 15:05:50","16636592895","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 15:05:50","0.09SOL","90.35","8.1315USDT","FILLED"
"2026-03-05 14:51:24","16636273890","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 14:51:24","0.09SOL","90.75","8.1675USDT","FILLED"
"2026-03-05 14:51:23","44432039841","ETHUSDT","Market","SELL","0","0.0042ETH","2026-03-05 14:51:23","0.0042ETH","2115.8","8.88636USDT","FILLED"
"2026-03-05 14:43:32","58696358357","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 14:43:32","0.00012BTC","72070.6","8.648472USDT","FILLED"
"2026-03-05 14:43:32","44431119404","ETHUSDT","Market","BUY","0","0.0042ETH","2026-03-05 14:43:32","0.0042ETH","2102.1","8.82882USDT","FILLED"
"2026-03-05 14:32:01","58694603578","BTCUSDT","Market","BUY","0","0.00012BTC","2026-03-05 14:32:01","0.00012BTC","72379.16","8.6854992USDT","FILLED"
"2026-03-05 14:31:57","16635637283","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-05 14:31:57","0.09SOL","90.48","8.1432USDT","FILLED"
"2026-03-05 14:31:17","16635615781","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-05 14:31:17","0.09SOL","90.83","8.1747USDT","FILLED"
"2026-03-05 14:31:16","44429791540","ETHUSDT","Market","SELL","0","0.0042ETH","2026-03-05 14:31:16","0.0042ETH","2119.13","8.900346USDT","FILLED"
"2026-03-05 14:01:14","44428648947","ETHUSDT","Market","BUY","0","0.0042ETH","2026-03-05 14:01:14","0.0042ETH","2117.4","8.89308USDT","FILLED"
"2026-03-05 14:01:13","58692575627","BTCUSDT","Market","SELL","0","0.00012BTC","2026-03-05 14:01:13","0.00012BTC","72465.26","8.6958312USDT","FILLED"
"2026-03-05 13:31:11","58690812030","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 13:31:11","0.00013BTC","72316.91","9.4011983USDT","FILLED"
"2026-03-05 13:31:06","16635002214","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 13:31:06","0.1SOL","90.74","9.074USDT","FILLED"
"2026-03-05 13:25:16","16634936403","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 13:25:16","0.1SOL","91.09","9.109USDT","FILLED"
"2026-03-05 13:25:16","44427044490","ETHUSDT","Market","SELL","0","0.0045ETH","2026-03-05 13:25:16","0.0045ETH","2116.4","9.5238USDT","FILLED"
"2026-03-05 13:10:14","44426332617","ETHUSDT","Market","BUY","0","0.0045ETH","2026-03-05 13:10:14","0.0045ETH","2126.11","9.567495USDT","FILLED"
"2026-03-05 13:10:14","58689524318","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 13:10:14","0.00013BTC","72635.8","9.442654USDT","FILLED"
"2026-03-05 12:45:42","58688178462","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 12:45:42","0.00013BTC","72946.36","9.4830268USDT","FILLED"
"2026-03-05 12:45:37","16634545144","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 12:45:37","0.1SOL","91.94","9.194USDT","FILLED"
"2026-03-05 12:17:10","16634301185","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 12:17:10","0.1SOL","91.4","9.14USDT","FILLED"
"2026-03-05 12:17:09","44424286453","ETHUSDT","Market","SELL","0","0.0045ETH","2026-03-05 12:17:09","0.0045ETH","2125.06","9.56277USDT","FILLED"
"2026-03-05 12:09:39","44424033815","ETHUSDT","Market","BUY","0","0.0045ETH","2026-03-05 12:09:39","0.0045ETH","2135.79","9.611055USDT","FILLED"
"2026-03-05 12:09:38","58686175499","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 12:09:38","0.00013BTC","72929.87","9.4808831USDT","FILLED"
"2026-03-05 11:39:36","58684497878","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 11:39:36","0.00013BTC","72827","9.46751USDT","FILLED"
"2026-03-05 11:39:31","16633997108","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 11:39:31","0.1SOL","91.8","9.18USDT","FILLED"
"2026-03-05 11:24:00","44422457467","ETHUSDT","Market","SELL","0","0.0045ETH","2026-03-05 11:24:00","0.0045ETH","2144.57","9.650565USDT","FILLED"
"2026-03-05 11:24:00","16633869271","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 11:24:00","0.1SOL","92.16","9.216USDT","FILLED"
"2026-03-05 11:02:13","44421632875","ETHUSDT","Market","BUY","0","0.0045ETH","2026-03-05 11:02:13","0.0045ETH","2153.4","9.6903USDT","FILLED"
"2026-03-05 11:02:12","58682391997","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 11:02:12","0.00013BTC","73282.38","9.5267094USDT","FILLED"
"2026-03-05 10:32:10","58680435802","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 10:32:10","0.00013BTC","73190.69","9.5147897USDT","FILLED"
"2026-03-05 10:32:05","16633333118","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 10:32:05","0.1SOL","92.09","9.209USDT","FILLED"
"2026-03-05 10:03:58","16633062692","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 10:03:58","0.1SOL","91.18","9.118USDT","FILLED"
"2026-03-05 10:03:57","44419028371","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 10:03:57","0.0046ETH","2124.53","9.772838USDT","FILLED"
"2026-03-05 09:33:55","44418163446","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 09:33:55","0.0046ETH","2128.62","9.791652USDT","FILLED"
"2026-03-05 09:33:54","58677236865","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 09:33:54","0.00013BTC","72663.23","9.4462199USDT","FILLED"
"2026-03-05 09:03:51","58675176328","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 09:03:51","0.00013BTC","72475.38","9.4217994USDT","FILLED"
"2026-03-05 09:03:47","16632455602","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 09:03:47","0.1SOL","91.01","9.101USDT","FILLED"
"2026-03-05 08:44:36","16632311061","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 08:44:36","0.1SOL","90.41","9.041USDT","FILLED"
"2026-03-05 08:44:35","44416077236","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 08:44:35","0.0046ETH","2114.84","9.728264USDT","FILLED"
"2026-03-05 08:20:38","44415222588","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 08:20:38","0.0046ETH","2100.88","9.664048USDT","FILLED"
"2026-03-05 08:20:37","58672987489","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 08:20:37","0.00013BTC","71949.22","9.3533986USDT","FILLED"
"2026-03-05 07:50:35","58671342402","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 07:50:35","0.00013BTC","72000.9","9.360117USDT","FILLED"
"2026-03-05 07:50:30","16631811378","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 07:50:30","0.1SOL","90.25","9.025USDT","FILLED"
"2026-03-05 07:35:59","44413563830","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 07:35:59","0.0046ETH","2117.74","9.741604USDT","FILLED"
"2026-03-05 07:35:59","16631733016","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 07:35:59","0.1SOL","90.68","9.068USDT","FILLED"
"2026-03-05 07:07:57","44413026060","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 07:07:57","0.0046ETH","2126.52","9.781992USDT","FILLED"
"2026-03-05 07:07:56","58669800671","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 07:07:56","0.00013BTC","72488.32","9.4234816USDT","FILLED"
"2026-03-05 06:37:53","58668498528","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 06:37:53","0.00013BTC","72330.43","9.4029559USDT","FILLED"
"2026-03-05 06:37:49","16631394309","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 06:37:49","0.1SOL","90.29","9.029USDT","FILLED"
"2026-03-05 06:07:47","44411459187","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 06:07:47","0.0046ETH","2117.33","9.739718USDT","FILLED"
"2026-03-05 06:07:47","16631201963","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 06:07:47","0.1SOL","89.96","8.996USDT","FILLED"
"2026-03-05 05:37:44","44410724867","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 05:37:44","0.0046ETH","2116.74","9.737004USDT","FILLED"
"2026-03-05 05:37:43","58665696574","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 05:37:43","0.00013BTC","72426.31","9.4154203USDT","FILLED"
"2026-03-05 05:08:56","58664806558","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 05:08:56","0.00013BTC","72731.46","9.4550898USDT","FILLED"
"2026-03-05 05:08:52","16630886400","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 05:08:52","0.1SOL","90.46","9.046USDT","FILLED"
"2026-03-05 04:38:49","44409283461","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 04:38:49","0.0046ETH","2132.43","9.809178USDT","FILLED"
"2026-03-05 04:38:49","16630729730","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 04:38:49","0.1SOL","90.27","9.027USDT","FILLED"
"2026-03-05 04:08:46","44408440911","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 04:08:46","0.0046ETH","2123.88","9.769848USDT","FILLED"
"2026-03-05 04:08:45","58662513522","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 04:08:45","0.00013BTC","72563.37","9.4332381USDT","FILLED"
"2026-03-05 03:38:43","58661439504","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 03:38:43","0.00013BTC","72373.69","9.4085797USDT","FILLED"
"2026-03-05 03:38:39","16630403982","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 03:38:39","0.1SOL","89.72","8.972USDT","FILLED"
"2026-03-05 03:28:13","16630328651","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 03:28:13","0.1SOL","90.15","9.015USDT","FILLED"
"2026-03-05 03:28:12","44407392729","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 03:28:12","0.0046ETH","2115.33","9.730518USDT","FILLED"
"2026-03-05 03:05:41","44406930624","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 03:05:41","0.0046ETH","2124.07","9.770722USDT","FILLED"
"2026-03-05 03:05:40","58660301914","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 03:05:40","0.00013BTC","72665.65","9.4465345USDT","FILLED"
"2026-03-05 02:35:37","58659049800","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 02:35:37","0.00013BTC","72463.55","9.4202615USDT","FILLED"
"2026-03-05 02:35:33","16630062685","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 02:35:33","0.1SOL","90.21","9.021USDT","FILLED"
"2026-03-05 02:05:31","16629847919","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 02:05:31","0.1SOL","90.34","9.034USDT","FILLED"
"2026-03-05 02:05:30","44405361817","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 02:05:30","0.0046ETH","2121.74","9.760004USDT","FILLED"
"2026-03-05 01:51:45","44404760242","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 01:51:45","0.0046ETH","2109.02","9.701492USDT","FILLED"
"2026-03-05 01:51:44","58656735278","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 01:51:44","0.00013BTC","72498.25","9.4247725USDT","FILLED"
"2026-03-05 01:39:48","58655907338","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 01:39:48","0.00013BTC","72800.01","9.4640013USDT","FILLED"
"2026-03-05 01:39:43","16629569740","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-05 01:39:43","0.11SOL","90.07","9.9077USDT","FILLED"
"2026-03-05 01:22:07","16629367272","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-05 01:22:07","0.11SOL","90.5","9.955USDT","FILLED"
"2026-03-05 01:22:07","44403523989","ETHUSDT","Market","SELL","0","0.0045ETH","2026-03-05 01:22:07","0.0045ETH","2120.96","9.54432USDT","FILLED"
"2026-03-05 00:56:45","44402525612","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-05 00:56:45","0.0046ETH","2129.66","9.796436USDT","FILLED"
"2026-03-05 00:56:44","58653299050","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-05 00:56:44","0.00013BTC","72815.66","9.4660358USDT","FILLED"
"2026-03-05 00:26:42","58651702296","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-05 00:26:42","0.00013BTC","72764.25","9.4593525USDT","FILLED"
"2026-03-05 00:26:38","16628910540","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-05 00:26:38","0.1SOL","90.92","9.092USDT","FILLED"
"2026-03-05 00:20:47","44401319572","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-05 00:20:47","0.0046ETH","2133.44","9.813824USDT","FILLED"
"2026-03-05 00:20:47","16628864457","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-05 00:20:47","0.1SOL","91.33","9.133USDT","FILLED"
"2026-03-04 23:50:45","44400371029","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 23:50:45","0.0046ETH","2127.79","9.787834USDT","FILLED"
"2026-03-04 23:50:44","58649981588","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 23:50:44","0.00013BTC","72719.68","9.4535584USDT","FILLED"
"2026-03-04 23:20:42","58648865906","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 23:20:42","0.00013BTC","72519.19","9.4274947USDT","FILLED"
"2026-03-04 23:20:38","16628409322","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 23:20:38","0.1SOL","90.6","9.06USDT","FILLED"
"2026-03-04 22:56:11","44398833380","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 22:56:11","0.0046ETH","2127.87","9.788202USDT","FILLED"
"2026-03-04 22:56:11","16628253406","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 22:56:11","0.1SOL","91.25","9.125USDT","FILLED"
"2026-03-04 22:43:15","44398439283","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 22:43:15","0.0046ETH","2136.51","9.827946USDT","FILLED"
"2026-03-04 22:43:14","58647618973","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 22:43:14","0.00013BTC","72964.77","9.4854201USDT","FILLED"
"2026-03-04 22:29:59","58647262017","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 22:29:59","0.00013BTC","73260.01","9.5238013USDT","FILLED"
"2026-03-04 22:29:54","16628067480","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 22:29:54","0.1SOL","92.18","9.218USDT","FILLED"
"2026-03-04 22:01:47","16627922676","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 22:01:47","0.1SOL","92.63","9.263USDT","FILLED"
"2026-03-04 22:01:47","44397412492","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 22:01:47","0.0046ETH","2156.15","9.91829USDT","FILLED"
"2026-03-04 21:31:44","58645892109","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 21:31:44","0.00013BTC","73133.55","9.5073615USDT","FILLED"
"2026-03-04 21:31:44","44396816274","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 21:31:44","0.0046ETH","2149.39","9.887194USDT","FILLED"
"2026-03-04 21:01:41","58644834447","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 21:01:41","0.00013BTC","72901","9.47713USDT","FILLED"
"2026-03-04 21:01:37","16627553127","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 21:01:37","0.1SOL","92.63","9.263USDT","FILLED"
"2026-03-04 20:53:07","16627417931","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 20:53:07","0.1SOL","93.08","9.308USDT","FILLED"
"2026-03-04 20:53:06","44395345371","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 20:53:06","0.0046ETH","2159.59","9.934114USDT","FILLED"
"2026-03-04 20:38:35","44394803005","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 20:38:35","0.0046ETH","2170.68","9.985128USDT","FILLED"
"2026-03-04 20:38:34","58643721366","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 20:38:34","0.00013BTC","73433.76","9.5463888USDT","FILLED"
"2026-03-04 20:08:32","58642484802","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 20:08:32","0.00013BTC","73412.78","9.5436614USDT","FILLED"
"2026-03-04 20:08:28","16627009345","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 20:08:28","0.1SOL","93.04","9.304USDT","FILLED"
"2026-03-04 19:56:52","16626902401","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 19:56:52","0.1SOL","93.42","9.342USDT","FILLED"
"2026-03-04 19:56:51","44393180663","ETHUSDT","Market","SELL","0","0.0045ETH","2026-03-04 19:56:51","0.0045ETH","2179.75","9.808875USDT","FILLED"
"2026-03-04 19:26:49","58640462984","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 19:26:49","0.00013BTC","73580.46","9.5654598USDT","FILLED"
"2026-03-04 19:26:49","44391685502","ETHUSDT","Market","BUY","0","0.0045ETH","2026-03-04 19:26:49","0.0045ETH","2177.56","9.79902USDT","FILLED"
"2026-03-04 19:21:18","58640086033","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 19:21:18","0.00013BTC","73891.29","9.6058677USDT","FILLED"
"2026-03-04 19:21:15","16626470758","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 19:21:15","0.1SOL","93.12","9.312USDT","FILLED"
"2026-03-04 19:05:58","16626233769","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 19:05:58","0.1SOL","92.54","9.254USDT","FILLED"
"2026-03-04 19:05:57","44390121611","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 19:05:57","0.0046ETH","2171.87","9.990602USDT","FILLED"
"2026-03-04 18:40:56","44388821676","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 18:40:56","0.0046ETH","2149.55","9.88793USDT","FILLED"
"2026-03-04 18:40:55","58637589977","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 18:40:55","0.00013BTC","73310.28","9.5303364USDT","FILLED"
"2026-03-04 18:10:53","58636027226","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 18:10:53","0.00013BTC","73019.01","9.4924713USDT","FILLED"
